Job_Number,Category,# Total,# Complete,# In Process,# Not Started,% Complete,% Complete (Text),CategorySortOrder
12434-85,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-94,Internal MFG Routing,1,0,0,1,0.0,0%,2
12441-36,Internal MFG Routing,1,0,0,1,0.0,0%,2
12441-48,Internal MFG Routing,1,0,0,1,0.0,0%,2
12441-55,Internal MFG Routing,1,0,0,1,0.0,0%,2
12441-66,Internal MFG Routing,1,0,0,1,0.0,0%,2
12441-72,Internal MFG Routing,1,0,0,1,0.0,0%,2
12441-73,Internal MFG Routing,1,0,0,1,0.0,0%,2
12450A-02,Internal MFG Routing,1,0,0,1,0.0,0%,2
12450A-107,Internal MFG Routing,1,0,0,1,0.0,0%,2
12450A-114,Internal MFG Routing,1,0,0,1,0.0,0%,2
12450A-124,Internal MFG Routing,1,0,0,1,0.0,0%,2
12450A-126,Internal MFG Routing,1,0,0,1,0.0,0%,2
12450A-130,Internal MFG Routing,1,0,0,1,0.0,0%,2
12450A-131,Internal MFG Routing,1,0,0,1,0.0,0%,2
12450A-146,Internal MFG Routing,1,0,0,1,0.0,0%,2
12450A-162,Internal MFG Routing,1,0,0,1,0.0,0%,2
12450A-163,Internal MFG Routing,1,0,0,1,0.0,0%,2
12450A-170,Internal MFG Routing,1,0,0,1,0.0,0%,2
12450A-179,Internal MFG Routing,1,0,0,1,0.0,0%,2
12450A-188,Internal MFG Routing,1,0,0,1,0.0,0%,2
12450A-35,Internal MFG Routing,1,0,0,1,0.0,0%,2
12450A-42,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-170,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-171,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-178,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-191,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-198,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-199,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-200,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-201,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-208,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-209,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-213,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-254,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-26,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-264,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-278,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-281,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-282,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-294,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-300,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-301,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-309,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-319,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-32,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-323,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-332,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-339,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-351,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-45,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-58,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-61,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-62,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-74,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-80,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-89,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-93,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-98,Internal MFG Routing,1,0,0,1,0.0,0%,2
12441-03,Internal MFG Routing,1,0,0,1,0.0,0%,2
12450B-07,Internal MFG Routing,1,0,0,1,0.0,0%,2
12450B-08,Internal MFG Routing,1,0,0,1,0.0,0%,2
12450B-13,Internal MFG Routing,1,0,0,1,0.0,0%,2
12450B-21,Internal MFG Routing,1,0,0,1,0.0,0%,2
12453-111,Internal MFG Routing,1,0,0,1,0.0,0%,2
12453-33,Internal MFG Routing,1,0,0,1,0.0,0%,2
12453-36,Internal MFG Routing,1,0,0,1,0.0,0%,2
12453-38,Internal MFG Routing,1,0,0,1,0.0,0%,2
12453-57,Internal MFG Routing,1,0,0,1,0.0,0%,2
12453-69,Internal MFG Routing,1,0,0,1,0.0,0%,2
12453-92,Internal MFG Routing,1,0,0,1,0.0,0%,2
12455-0001-09,Internal MFG Routing,1,0,0,1,0.0,0%,2
12455-0001-12,Internal MFG Routing,1,0,0,1,0.0,0%,2
12455-0001-13,Internal MFG Routing,1,0,0,1,0.0,0%,2
12455-0001-31,Internal MFG Routing,1,0,0,1,0.0,0%,2
12455-0001-55,Internal MFG Routing,1,0,0,1,0.0,0%,2
12455-0001-63,Internal MFG Routing,1,0,0,1,0.0,0%,2
12455-0001-70,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474A-05,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474B-03,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474B-12,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474B-21,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474C-04,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474C-14,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474D-09,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474E-08,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474E-09,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474E-17,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474E-23,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474E-24,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474F-08,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474G-14,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474H-10,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474H-13,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474H-18,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474I-14,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474I-15,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474J-18,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474J-30,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474J-37,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474J-52,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474K-28,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474K-29,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474K-51,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474K-60,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474K-61,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474K-68,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474K-71,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474K-72,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474K-82,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474P-27,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474Q-25,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474Q-26,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474Q-36,Internal MFG Routing,1,0,0,1,0.0,0%,2
12490-16,Internal MFG Routing,1,0,0,1,0.0,0%,2
12504A-07,Internal MFG Routing,1,0,0,1,0.0,0%,2
12504B-03,Internal MFG Routing,1,0,0,1,0.0,0%,2
12516-13,Internal MFG Routing,1,0,0,1,0.0,0%,2
12516-39,Internal MFG Routing,1,0,0,1,0.0,0%,2
12516-57,Internal MFG Routing,1,0,0,1,0.0,0%,2
12516-69,Internal MFG Routing,1,0,0,1,0.0,0%,2
12522C-03,Internal MFG Routing,1,0,0,1,0.0,0%,2
12522D-07,Internal MFG Routing,1,0,0,1,0.0,0%,2
12522D-08,Internal MFG Routing,1,0,0,1,0.0,0%,2
12526-03,Internal MFG Routing,1,0,0,1,0.0,0%,2
12526-07,Internal MFG Routing,1,0,0,1,0.0,0%,2
12526-15,Internal MFG Routing,1,0,0,1,0.0,0%,2
12559-03,Internal MFG Routing,1,0,0,1,0.0,0%,2
12562A-03,Internal MFG Routing,1,0,0,1,0.0,0%,2
12562B-05,Internal MFG Routing,1,0,0,1,0.0,0%,2
12562B-06,Internal MFG Routing,1,0,0,1,0.0,0%,2
12573A-12,Internal MFG Routing,1,0,0,1,0.0,0%,2
12573B-09,Internal MFG Routing,1,0,0,1,0.0,0%,2
12573B-15,Internal MFG Routing,1,0,0,1,0.0,0%,2
12581-01,Internal MFG Routing,1,0,0,1,0.0,0%,2
12582-03,Internal MFG Routing,1,0,0,1,0.0,0%,2
12596G-08,Internal MFG Routing,1,0,0,1,0.0,0%,2
12433-73,Internal MFG Routing,1,0,0,1,0.0,0%,2
12433-84,Internal MFG Routing,1,0,0,1,0.0,0%,2
12433-97,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-03,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-05,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-104,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-123,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-131,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-132,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-139,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-141,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-149,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-151,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-154,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-159,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-166,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-167,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-17,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-172,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-173,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-196,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-197,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-202,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-214,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-215,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-239,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-262,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-27,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-276,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-283,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-284,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-297,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-30,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-308,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-31,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-313,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-314,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-320,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-335,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-338,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-342,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-47,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-48,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-52,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-68,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-72,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-83,Internal MFG Routing,1,0,0,1,0.0,0%,2
12434-95,Internal MFG Routing,1,0,0,1,0.0,0%,2
12441-38,Internal MFG Routing,1,0,0,1,0.0,0%,2
12441-59,Internal MFG Routing,1,0,0,1,0.0,0%,2
12450A-11,Internal MFG Routing,1,0,0,1,0.0,0%,2
12450A-115,Internal MFG Routing,1,0,0,1,0.0,0%,2
12450A-118,Internal MFG Routing,1,0,0,1,0.0,0%,2
12450A-119,Internal MFG Routing,1,0,0,1,0.0,0%,2
12450A-157,Internal MFG Routing,1,0,0,1,0.0,0%,2
12450A-160,Internal MFG Routing,1,0,0,1,0.0,0%,2
12450A-183,Internal MFG Routing,1,0,0,1,0.0,0%,2
12450A-184,Internal MFG Routing,1,0,0,1,0.0,0%,2
12450A-189,Internal MFG Routing,1,0,0,1,0.0,0%,2
12450A-24,Internal MFG Routing,1,0,0,1,0.0,0%,2
12450A-30,Internal MFG Routing,1,0,0,1,0.0,0%,2
12450A-38,Internal MFG Routing,1,0,0,1,0.0,0%,2
12450A-39,Internal MFG Routing,1,0,0,1,0.0,0%,2
12450A-70,Internal MFG Routing,1,0,0,1,0.0,0%,2
12450A-74,Internal MFG Routing,1,0,0,1,0.0,0%,2
12450A-80,Internal MFG Routing,1,0,0,1,0.0,0%,2
12450A-91,Internal MFG Routing,1,0,0,1,0.0,0%,2
12450A-92,Internal MFG Routing,1,0,0,1,0.0,0%,2
12450A-97,Internal MFG Routing,1,0,0,1,0.0,0%,2
12450B-09,Internal MFG Routing,1,0,0,1,0.0,0%,2
12450B-25,Internal MFG Routing,1,0,0,1,0.0,0%,2
12450B-31,Internal MFG Routing,1,0,0,1,0.0,0%,2
12453-131,Internal MFG Routing,1,0,0,1,0.0,0%,2
12453-58,Internal MFG Routing,1,0,0,1,0.0,0%,2
12453-66,Internal MFG Routing,1,0,0,1,0.0,0%,2
12453-71,Internal MFG Routing,1,0,0,1,0.0,0%,2
12455-0001-06,Internal MFG Routing,1,0,0,1,0.0,0%,2
12455-0001-18,Internal MFG Routing,1,0,0,1,0.0,0%,2
12455-0001-28,Internal MFG Routing,1,0,0,1,0.0,0%,2
12455-0001-50,Internal MFG Routing,1,0,0,1,0.0,0%,2
12455-0001-61,Internal MFG Routing,1,0,0,1,0.0,0%,2
12455-0001-69,Internal MFG Routing,1,0,0,1,0.0,0%,2
12465-02,Internal MFG Routing,1,0,0,1,0.0,0%,2
12465-FA-02,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474A-07,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474B-06,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474B-11,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474B-20,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474B-27,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474C-05,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474C-06,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474C-24,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474D-05,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474D-14,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474D-18,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474D-20,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474D-21,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474E-07,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474E-15,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474E-16,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474E-20,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474E-25,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474E-37,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474F-10,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474G-17,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474H-11,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474H-16,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474H-19,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474I-12,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474I-13,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474J-19,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474J-22,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474J-25,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474J-44,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474J-45,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474J-53,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474J-56,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474J-57,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474K-35,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474K-50,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474K-62,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474K-63,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474K-69,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474K-77,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474K-78,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474M-14,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474Q-24,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474Q-30,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474Q-38,Internal MFG Routing,1,0,0,1,0.0,0%,2
12477-03,Internal MFG Routing,1,0,0,1,0.0,0%,2
12477-04,Internal MFG Routing,1,0,0,1,0.0,0%,2
12483A-01,Internal MFG Routing,1,0,0,1,0.0,0%,2
12490-09,Internal MFG Routing,1,0,0,1,0.0,0%,2
12490-14,Internal MFG Routing,1,0,0,1,0.0,0%,2
12492-08,Internal MFG Routing,1,0,0,1,0.0,0%,2
12504A-05,Internal MFG Routing,1,0,0,1,0.0,0%,2
12504A-06,Internal MFG Routing,1,0,0,1,0.0,0%,2
12504A-10,Internal MFG Routing,1,0,0,1,0.0,0%,2
12516-20,Internal MFG Routing,1,0,0,1,0.0,0%,2
12516-33,Internal MFG Routing,1,0,0,1,0.0,0%,2
12516-34,Internal MFG Routing,1,0,0,1,0.0,0%,2
12516-43,Internal MFG Routing,1,0,0,1,0.0,0%,2
12516-56,Internal MFG Routing,1,0,0,1,0.0,0%,2
12516-70,Internal MFG Routing,1,0,0,1,0.0,0%,2
12441-24,Internal MFG Routing,1,0,0,1,0.0,0%,2
12450A-05,Internal MFG Routing,1,0,0,1,0.0,0%,2
12450A-10,Internal MFG Routing,1,0,0,1,0.0,0%,2
12450A-113,Internal MFG Routing,1,0,0,1,0.0,0%,2
12450A-133,Internal MFG Routing,1,0,0,1,0.0,0%,2
12450A-135,Internal MFG Routing,1,0,0,1,0.0,0%,2
12450A-18,Internal MFG Routing,1,0,0,1,0.0,0%,2
12450A-192,Internal MFG Routing,1,0,0,1,0.0,0%,2
12450A-22,Internal MFG Routing,1,0,0,1,0.0,0%,2
12450A-29,Internal MFG Routing,1,0,0,1,0.0,0%,2
12450A-31,Internal MFG Routing,1,0,0,1,0.0,0%,2
12450A-32,Internal MFG Routing,1,0,0,1,0.0,0%,2
12450A-41,Internal MFG Routing,1,0,0,1,0.0,0%,2
12450A-84,Internal MFG Routing,1,0,0,1,0.0,0%,2
12450A-90,Internal MFG Routing,1,0,0,1,0.0,0%,2
12450A-95,Internal MFG Routing,1,0,0,1,0.0,0%,2
12450A-96,Internal MFG Routing,1,0,0,1,0.0,0%,2
12450B-03,Internal MFG Routing,1,0,0,1,0.0,0%,2
12450B-04,Internal MFG Routing,1,0,0,1,0.0,0%,2
12450B-20,Internal MFG Routing,1,0,0,1,0.0,0%,2
12450B-23,Internal MFG Routing,1,0,0,1,0.0,0%,2
12450B-30,Internal MFG Routing,1,0,0,1,0.0,0%,2
12453-08,Internal MFG Routing,1,0,0,1,0.0,0%,2
12453-100,Internal MFG Routing,1,0,0,1,0.0,0%,2
12453-12,Internal MFG Routing,1,0,0,1,0.0,0%,2
12453-128,Internal MFG Routing,1,0,0,1,0.0,0%,2
12526-04,Internal MFG Routing,1,0,0,1,0.0,0%,2
12526-06,Internal MFG Routing,1,0,0,1,0.0,0%,2
12526-09,Internal MFG Routing,1,0,0,1,0.0,0%,2
12526-10,Internal MFG Routing,1,0,0,1,0.0,0%,2
12528-02,Internal MFG Routing,1,0,0,1,0.0,0%,2
12537-0001-02,Internal MFG Routing,1,0,0,1,0.0,0%,2
12538-02,Internal MFG Routing,1,0,0,1,0.0,0%,2
12562B-04,Internal MFG Routing,1,0,0,1,0.0,0%,2
12573A-04,Internal MFG Routing,1,0,0,1,0.0,0%,2
12573A-05,Internal MFG Routing,1,0,0,1,0.0,0%,2
12573A-10,Internal MFG Routing,1,0,0,1,0.0,0%,2
12573B-03,Internal MFG Routing,1,0,0,1,0.0,0%,2
12582-05,Internal MFG Routing,1,0,0,1,0.0,0%,2
12596A-01,Internal MFG Routing,1,0,0,1,0.0,0%,2
12596D-04,Internal MFG Routing,1,0,0,1,0.0,0%,2
12596F-06,Internal MFG Routing,1,0,0,1,0.0,0%,2
12596F-07,Internal MFG Routing,1,0,0,1,0.0,0%,2
12596G-07,Internal MFG Routing,1,0,0,1,0.0,0%,2
12597-04,Internal MFG Routing,1,0,0,1,0.0,0%,2
12597-05,Internal MFG Routing,1,0,0,1,0.0,0%,2
12597-10,Internal MFG Routing,1,0,0,1,0.0,0%,2
12597-14,Internal MFG Routing,1,0,0,1,0.0,0%,2
12598A-01,Internal MFG Routing,1,0,0,1,0.0,0%,2
12600-01,Internal MFG Routing,1,0,0,1,0.0,0%,2
12603-01,Internal MFG Routing,1,0,0,1,0.0,0%,2
12453-76,Internal MFG Routing,1,0,0,1,0.0,0%,2
12455-0001-26,Internal MFG Routing,1,0,0,1,0.0,0%,2
12455-0001-32,Internal MFG Routing,1,0,0,1,0.0,0%,2
12455-0001-41,Internal MFG Routing,1,0,0,1,0.0,0%,2
12455-0001-52,Internal MFG Routing,1,0,0,1,0.0,0%,2
12455-0001-59,Internal MFG Routing,1,0,0,1,0.0,0%,2
12455-0001-66,Internal MFG Routing,1,0,0,1,0.0,0%,2
12455-0001-76,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474A-02,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474B-07,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474B-08,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474B-13,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474B-14,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474B-25,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474B-26,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474B-30,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474C-10,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474C-22,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474C-23,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474D-12,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474D-22,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474D-23,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474E-13,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474G-10,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474G-11,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474G-18,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474H-14,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474H-17,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474J-24,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474J-27,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474J-28,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474J-34,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474J-42,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474J-46,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474J-58,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474J-61,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474K-25,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474K-34,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474K-42,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474K-52,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474K-64,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474K-75,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474K-76,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474L-13,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474O-16,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474Q-22,Internal MFG Routing,1,0,0,1,0.0,0%,2
12474Q-39,Internal MFG Routing,1,0,0,1,0.0,0%,2
12492-09,Internal MFG Routing,1,0,0,1,0.0,0%,2
12492-10,Internal MFG Routing,1,0,0,1,0.0,0%,2
12499-02,Internal MFG Routing,1,0,0,1,0.0,0%,2
12504A-11,Internal MFG Routing,1,0,0,1,0.0,0%,2
12504A-12,Internal MFG Routing,1,0,0,1,0.0,0%,2
12516-03,Internal MFG Routing,1,0,0,1,0.0,0%,2
12516-26,Internal MFG Routing,1,0,0,1,0.0,0%,2
12516-32,Internal MFG Routing,1,0,0,1,0.0,0%,2
12516-44,Internal MFG Routing,1,0,0,1,0.0,0%,2
12516-63,Internal MFG Routing,1,0,0,1,0.0,0%,2
12522B-04,Internal MFG Routing,1,0,0,1,0.0,0%,2
12526-08,Internal MFG Routing,1,0,0,1,0.0,0%,2
12526-12,Internal MFG Routing,1,0,0,1,0.0,0%,2
12526-18,Internal MFG Routing,1,0,0,1,0.0,0%,2
12529-02,Internal MFG Routing,1,0,0,1,0.0,0%,2
12530-02,Internal MFG Routing,1,0,0,1,0.0,0%,2
12532E-07,Internal MFG Routing,1,0,0,1,0.0,0%,2
12548B-03,Internal MFG Routing,1,0,0,1,0.0,0%,2
12573A-02,Internal MFG Routing,1,0,0,1,0.0,0%,2
12573A-13,Internal MFG Routing,1,0,0,1,0.0,0%,2
12573B-04,Internal MFG Routing,1,0,0,1,0.0,0%,2
12573B-12,Internal MFG Routing,1,0,0,1,0.0,0%,2
12573B-14,Internal MFG Routing,1,0,0,1,0.0,0%,2
12595B-02,Internal MFG Routing,1,0,0,1,0.0,0%,2
12598B-05,Internal MFG Routing,1,0,0,1,0.0,0%,2
7079-01,Internal MFG Routing,2,0,0,1,0.0,0%,2
7062-01,Internal MFG Routing,4,0,0,3,0.0,0%,2
11582A-69,Material,3,0,0,3,0.0,0%,1
12596F-07,Material,3,0,0,3,0.0,0%,1
12474E-16,Material,3,0,0,3,0.0,0%,1
12596C-03,Material,3,0,0,3,0.0,0%,1
12573A-02,Material,3,0,0,3,0.0,0%,1
12573A-09,Material,3,0,0,3,0.0,0%,1
12474E-32,Material,3,0,0,3,0.0,0%,1
12450A-165,Material,3,0,0,3,0.0,0%,1
12568-61,Material,3,0,0,3,0.0,0%,1
12568-15,Material,3,0,0,3,0.0,0%,1
11582D-16,Material,3,0,0,3,0.0,0%,1
11582D-57,Material,3,0,0,3,0.0,0%,1
11582A-57,Material,3,0,0,3,0.0,0%,1
11582A-123,Material,3,0,0,3,0.0,0%,1
12050-290,Material,3,0,0,3,0.0,0%,1
11582D-76,Material,3,0,0,3,0.0,0%,1
12474E-24,Material,3,0,0,3,0.0,0%,1
11582D-188,Material,3,0,0,3,0.0,0%,1
11582A-16,Material,3,0,0,3,0.0,0%,1
12474H-11,Material,3,0,0,3,0.0,0%,1
11582D-204,Material,3,0,0,3,0.0,0%,1
11582A-76,Material,3,0,0,3,0.0,0%,1
12050-291,Material,3,0,0,3,0.0,0%,1
12328-243,Material,3,0,0,3,0.0,0%,1
10889-0003-22,Material,3,0,0,3,0.0,0%,1
